CAS,Name,Formula,Mw,Elements,InChi,SMILES,alkane,methyl,alkene,alkyne,alcohols,amines,nitriles,aromatics,alkyl halides,esters,ketones,aldehydes,carboxylic acids,ether,acyl halides,amides,nitro
13907-99-8,"Urea, 1,1'-p-phenylenebis[3-(2-fluoroethyl)-",C12H16F2N4O2,286.1241320981738,"['C', 'H', 'F', 'N', 'O']","InChI=1/C12H16F2N4O2/c13-5-7-15-11(19)17-9-1-2-10(4-3-9)18-12(20)16-8-6-14/h1-4H,5-8H2,(H2,15,17,19)(H2,16,18,20)/f/h15-18H",FCCNC(=O)Nc1ccc(NC(=O)NCCF)cc1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13908-00-4,"Urea, 1-(2-chloroethyl)-3-(2,2,2-trifluoroethyl)-",C5H8ClF3N2O,204.02772505693528,"['C', 'H', 'Cl', 'F', 'N', 'O']","InChI=1/C5H8ClF3N2O/c6-1-2-10-4(12)11-3-5(7,8)9/h1-3H2,(H2,10,11,12)/f/h10-11H",FC(F)(F)CNC(=O)NCCCl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13908-05-9,"Glutaramic acid, 2-[3-(2-chloroethyl)ureido]-, l(-)",C8H14ClN3O4,251.0672836252988,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C8H14ClN3O4/c9-3-4-11-8(16)12-5(7(14)15)1-2-6(10)13/h5H,1-4H2,(H2,10,13)(H,14,15)(H2,11,12,16)/f/h11-12,14H,10H2",NC(=O)CCC(NC(=O)NCCCl)C(O)=O,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
13908-16-2,"Urea, 1-(2-chloroethyl)-3-(3,3,5-trimethylcyclohexyl)-",C12H23ClN2O,246.14989105230268,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C12H23ClN2O/c1-9-6-10(8-12(2,3)7-9)15-11(16)14-5-4-13/h9-10H,4-8H2,1-3H3,(H2,14,15,16)/f/h14-15H",CC1CC(CC(C)(C)C1)NC(=O)NCCCl,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13908-23-1,N-(2-chloroethyl)-n'-(1-phenylcyclohexyl)urea,C15H21ClN2O,280.13424098782474,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C15H21ClN2O/c16-11-12-17-14(19)18-15(9-5-2-6-10-15)13-7-3-1-4-8-13/h1,3-4,7-8H,2,5-6,9-12H2,(H2,17,18,19)/f/h17-18H",ClCCNC(=O)NC1(CCCCC1)c2ccccc2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13908-27-5,"Urea, 1-(2-chloroethyl)-3-cycloheptyl-",C10H19ClN2O,218.1185909233467,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C10H19ClN2O/c11-7-8-12-10(14)13-9-5-3-1-2-4-6-9/h9H,1-8H2,(H2,12,13,14)/f/h12-13H",ClCCNC(=O)NC1CCCCCC1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13908-34-4,"Urea, 1-(2-chloroethyl)-3-(m-chloropheneyl)-",C9H10Cl2N2O,232.01701831556568,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C9H10Cl2N2O/c10-4-5-12-9(14)13-8-3-1-2-7(11)6-8/h1-3,6H,4-5H2,(H2,12,13,14)/f/h12-13H",ClCCNC(=O)Nc1cccc(Cl)c1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13908-36-6,"Urea, 1-(4-amino-3,5-dichlorophenyl)-3-(2-chloroethyl)-",C9H10Cl3N3O,280.9889450023677,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C9H10Cl3N3O/c10-1-2-14-9(16)15-5-3-6(11)8(13)7(12)4-5/h3-4H,1-2,13H2,(H2,14,15,16)/f/h14-15H",Nc1c(Cl)cc(NC(=O)NCCCl)cc1Cl,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13908-44-6,"Anthranilic acid, n-[(chloroethyl)carbamoyl]-",C10H11ClN2O3,242.04581990457808,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C10H11ClN2O3/c11-5-6-12-10(16)13-8-4-2-1-3-7(8)9(14)15/h1-4H,5-6H2,(H,14,15)(H2,12,13,16)/f/h12-14H",OC(=O)c1ccccc1NC(=O)NCCCl,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13908-45-7,"Benzoic acid, m-[3-(2-chloroethyl)ureido]-",C10H11ClN2O3,242.04581990457808,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C10H11ClN2O3/c11-4-5-12-10(16)13-8-3-1-2-7(6-8)9(14)15/h1-3,6H,4-5H2,(H,14,15)(H2,12,13,16)/f/h12-14H",OC(=O)c1cccc(NC(=O)NCCCl)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13908-48-0,"Urea, 1-(4-acetylphenyl)-3-(2-chloroethyl)-",C11H13ClN2O2,240.0665553494844,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C11H13ClN2O2/c1-8(15)9-2-4-10(5-3-9)14-11(16)13-7-6-12/h2-5H,6-7H2,1H3,(H2,13,14,16)/f/h13-14H",CC(=O)c1ccc(NC(=O)NCCCl)cc1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13908-49-1,"Urea, 1-(2-chloroethyl)-3-[p-(dimethylcarbamoyl)phenyl]-",C12H16ClN3O2,269.09310445063335,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C12H16ClN3O2/c1-16(2)11(17)9-3-5-10(6-4-9)15-12(18)14-8-7-13/h3-6H,7-8H2,1-2H3,(H2,14,15,18)/f/h14-15H",CN(C)C(=O)c1ccc(NC(=O)NCCCl)cc1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13908-56-0,"Urea, 1-(2-chloroethyl)-3-(5,6,7,8-tetrahydro-2-naphthyl)-",C13H17ClN2O,252.1029408588687,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C13H17ClN2O/c14-7-8-15-13(17)16-12-6-5-10-3-1-2-4-11(10)9-12/h5-6,9H,1-4,7-8H2,(H2,15,16,17)/f/h15-16H",ClCCNC(=O)Nc1ccc2CCCCc2c1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13908-57-1,"Urea, 1-(2-chloroethyl)-3-(2-naphthyl)-",C13H13ClN2O,248.07164072991267,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C13H13ClN2O/c14-7-8-15-13(17)16-12-6-5-10-3-1-2-4-11(10)9-12/h1-6,9H,7-8H2,(H2,15,16,17)/f/h15-16H",ClCCNC(=O)Nc1ccc2ccccc2c1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13908-62-8,"1,1'-(1,2-Cyclohexylene)bis[3-(2-chloroethyl)urea], trans",C12H22Cl2N4O2,324.11198133086936,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C12H22Cl2N4O2/c13-5-7-15-11(19)17-9-3-1-2-4-10(9)18-12(20)16-8-6-14/h9-10H,1-8H2,(H2,15,17,19)(H2,16,18,20)/t9-,10-/m1/s1/f/h15-18H",ClCCNC(=O)N[C@@H]1CCCC[C@H]1NC(=O)NCCCl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13908-63-9,"Urea, 1,1'-(1,4-cyclohexylene)bis[3-(2-chloroethyl)]-, trans",C12H22Cl2N4O2,324.11198133086936,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C12H22Cl2N4O2/c13-5-7-15-11(19)17-9-1-2-10(4-3-9)18-12(20)16-8-6-14/h9-10H,1-8H2,(H2,15,17,19)(H2,16,18,20)/f/h15-18H",ClCCNC(=O)NC1CCC(CC1)NC(=O)NCCCl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13908-65-1,"Urea, 1,1'-o-phenylenebis[3-(2-chloroethyl)-",C12H16Cl2N4O2,318.06503113743537,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C12H16Cl2N4O2/c13-5-7-15-11(19)17-9-3-1-2-4-10(9)18-12(20)16-8-6-14/h1-4H,5-8H2,(H2,15,17,19)(H2,16,18,20)/f/h15-18H",ClCCNC(=O)Nc1ccccc1NC(=O)NCCCl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13908-71-9,"Urea, 1,1'-(methylenedi-p-phenylene)bis[3-(2-chloroethyl)-",C19H22Cl2N4O2,408.11198133086936,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C19H22Cl2N4O2/c20-9-11-22-18(26)24-16-5-1-14(2-6-16)13-15-3-7-17(8-4-15)25-19(27)23-12-10-21/h1-8H,9-13H2,(H2,22,24,26)(H2,23,25,27)/f/h22-25H",ClCCNC(=O)Nc1ccc(Cc2ccc(NC(=O)NCCCl)cc2)cc1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13908-81-1,"Urea, 1-(2-chlorocyclohexyl)-3-methyl-, trans-",C8H15ClN2O,190.08729079439067,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C8H15ClN2O/c1-10-8(12)11-7-5-3-2-4-6(7)9/h6-7H,2-5H2,1H3,(H2,10,11,12)/f/h10-11H",CNC(=O)NC1CCCCC1Cl,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13909-02-9,"3-(([1-(2-Chloroethyl)-2-oxohydrazino]carbonyl)amino)-2,6-piperidinedione",C8H11ClN4O4,262.0468825330138,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C8H11ClN4O4/c9-3-4-13(12-17)8(16)10-5-1-2-6(14)11-7(5)15/h5H,1-4H2,(H,10,16)(H,11,14,15)/f/h10-11H",ClCCN(N=O)C(=O)NC1CCC(=O)NC1=O,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13909-05-2,"Cyclopentanecarboxylic aicd, 1-[3-(2-chloroethyl)-3-nitrosoureido]-, ethyl ester",C11H18ClN3O4,291.09858375425483,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C11H18ClN3O4/c1-2-19-9(16)11(5-3-4-6-11)13-10(17)15(14-18)8-7-12/h2-8H2,1H3,(H,13,17)/f/h13H",CCOC(=O)C1(CCCC1)NC(=O)N(CCCl)N=O,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13909-09-6,"Urea, 3-(beta-chloroethyl)-1-(4-methylcyclohexyl)-3-nitroso-",C10H18ClN3O2,247.10875451511143,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C10H18ClN3O2/c1-8-2-4-9(5-3-8)12-10(15)14(13-16)7-6-11/h8-9H,2-7H2,1H3,(H,12,15)/f/h12H",CC1CCC(CC1)NC(=O)N(CCCl)N=O,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13909-23-4,"Anthranilic acid, n-[(2-chloroethyl)nitrosocarbamoyl]-",C10H10ClN3O4,271.0359834963428,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C10H10ClN3O4/c11-5-6-14(13-18)10(17)12-8-4-2-1-3-7(8)9(15)16/h1-4H,5-6H2,(H,12,17)(H,15,16)/f/h12,15H",OC(=O)c1ccccc1NC(=O)N(CCCl)N=O,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13909-25-6,"Benzoic acid, p-[3-(2-chloroethyl)-3-nitrosoureido]-",C10H10ClN3O4,271.0359834963428,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C10H10ClN3O4/c11-5-6-14(13-18)10(17)12-8-3-1-7(2-4-8)9(15)16/h1-4H,5-6H2,(H,12,17)(H,15,16)/f/h12,15H",OC(=O)c1ccc(NC(=O)N(CCCl)N=O)cc1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13909-28-9,"Urea, 1-(2-chloroethyl)-3-[p-(dimethylcarbamoyl)phenyl]-1-nitroso-",C12H15ClN4O3,298.0832680423981,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C12H15ClN4O3/c1-16(2)11(18)9-3-5-10(6-4-9)14-12(19)17(15-20)8-7-13/h3-6H,7-8H2,1-2H3,(H,14,19)/f/h14H",CN(C)C(=O)c1ccc(NC(=O)N(CCCl)N=O)cc1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13909-29-0,[4-(([1-(2-Chloroethyl)-2-oxohydrazino]carbonyl)amino)phenyl]acetic acid,C11H12ClN3O4,285.0516335608208,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C11H12ClN3O4/c12-5-6-15(14-19)11(18)13-9-3-1-8(2-4-9)7-10(16)17/h1-4H,5-7H2,(H,13,18)(H,16,17)/f/h13,16H",OC(=O)Cc1ccc(NC(=O)N(CCCl)N=O)cc1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13909-30-3,"Acetic acid, [p-[3-(2-chloroethyl)-3-nitrosoureido]phenylthio]-",C11H12ClN3O4S,317.0237047352348,"['C', 'H', 'Cl', 'N', 'O', 'S']","InChI=1/C11H12ClN3O4S/c12-5-6-15(14-19)11(18)13-8-1-3-9(4-2-8)20-7-10(16)17/h1-4H,5-7H2,(H,13,18)(H,16,17)/f/h13,16H",OC(=O)CSc1ccc(NC(=O)N(CCCl)N=O)cc1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
139-13-9,Nitrilotriacetic acid,C6H9NO6,191.0429870120132,"['C', 'H', 'N', 'O']","InChI=1/C6H9NO6/c8-4(9)1-7(2-5(10)11)3-6(12)13/h1-3H2,(H,8,9)(H,10,11)(H,12,13)/f/h8,10,12H",OC(=O)CN(CC(O)=O)CC(O)=O,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13922-41-3,1-Naphthaleneboronic acid,C10H9BO2,171.07319148339442,"['C', 'H', 'B', 'O']","InChI=1/C10H9BO2/c12-11(13)10-7-3-5-8-4-1-2-6-9(8)10/h1-7,12-13H",OB(O)c1cccc2ccccc12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139-24-2,"3,3'-Dichloroazoxybenzene",C12H8Cl2N2O,266.0013682510877,"['C', 'H', 'Cl', 'N', 'O']",InChI=1/C12H8Cl2N2O/c13-9-3-1-5-11(7-9)15-16(17)12-6-2-4-10(14)8-12/h1-8H,Clc1cccc([N-][N+](=O)c2cccc(Cl)c2)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13924-50-0,2-(Benzylideneamino)fluorene,C20H15N,269.120449488017,"['C', 'H', 'N']","InChI=1/C20H15N/c1-2-6-15(7-3-1)14-21-18-10-11-20-17(13-18)12-16-8-4-5-9-19(16)20/h1-11,13-14H,12H2",C1c2ccccc2c3ccc(cc13)N=Cc4ccccc4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13925-00-3,"Pyrazine, ethyl-",C6H8N2,108.068748266776,"['C', 'H', 'N']","InChI=1/C6H8N2/c1-2-6-5-7-3-4-8-6/h3-5H,2H2,1H3",CCc1cnccn1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139-40-2,"1,3,5-Triazine-2,4-diamine, 6-chloro-N,N'-bis(1-methylethyl)-",C9H16ClN5,229.109423220354,"['C', 'H', 'Cl', 'N']","InChI=1/C9H16ClN5/c1-5(2)11-8-13-7(10)14-9(15-8)12-6(3)4/h5-6H,1-4H3,(H2,11,12,13,14,15)/f/h11-12H",CC(C)Nc1nc(Cl)nc(NC(C)C)n1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139-45-7,"1,2,3-Propanetriol, tripropanoate",C12H20O6,260.1259883622102,"['C', 'H', 'O']","InChI=1/C12H20O6/c1-4-10(13)16-7-9(18-12(15)6-3)8-17-11(14)5-2/h9H,4-8H2,1-3H3",CCC(=O)OCC(COC(=O)CC)OC(=O)CC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13945-76-1,"Dodecanoic acid, dodecyl ester",C24H48O2,368.3654307866154,"['C', 'H', 'O']","InChI=1/C24H48O2/c1-3-5-7-9-11-13-15-17-19-21-23-26-24(25)22-20-18-16-14-12-10-8-6-4-2/h3-23H2,1-2H3",CCCCCCCCCCCCOC(=O)CCCCCCCCCCC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
139-62-8,"Benzoic acid, p-(cyclohexyloxy)-, 3-(2-methylpiperidino)propyl ester",C22H33NO3,359.24604392703407,"['C', 'H', 'N', 'O']","InChI=1/C22H33NO3/c1-18-8-5-6-15-23(18)16-7-17-25-22(24)19-11-13-21(14-12-19)26-20-9-3-2-4-10-20/h11-14,18,20H,2-10,15-17H2,1H3",CC1CCCCN1CCCOC(=O)c2ccc(OC3CCCCC3)cc2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
139-66-2,Diphenyl sulfide,C12H10S,186.050321496804,"['C', 'H', 'S']",InChI=1/C12H10S/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10H,S(c1ccccc1)c2ccccc2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13979-81-2,"3,5-Dibromo-4-methylphenol",C7H6Br2O,263.8785400410057,"['C', 'H', 'Br', 'O']","InChI=1/C7H6Br2O/c1-4-6(8)2-5(10)3-7(4)9/h2-3,10H,1H3",Cc1c(Br)cc(O)cc1Br,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13983-17-0,Calcium silicate,Ca.H2O3Si,117.9399113210675,"['Ca', 'H', 'O', 'Si']",InChI=1/Ca.O3Si/c;1-4(2)3/q+2;-2,[Ca++].[O-][Si]([O-])=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13991-37-2,"trans-Alpha,beta-penteneoic acid",C5H8O2,100.0524294970554,"['C', 'H', 'O']","InChI=1/C5H8O2/c1-2-3-4-5(6)7/h3-4H,2H2,1H3,(H,6,7)/b4-3+/f/h6H",CC\C=C\C(O)=O,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13991-67-8,"Urea, 1-(2-chloroethyl)-3-(cyanomethyl)-",C5H8ClN3O,161.03558957314968,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C5H8ClN3O/c6-1-3-8-5(10)9-4-2-7/h1,3-4H2,(H2,8,9,10)/f/h8-9H",ClCCNC(=O)NCC#N,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13991-74-7,"Cyclohexanecarboxylic acid, 1-[3-(2-chloroethyl)-3-nitrosoureido]-, ethyl ester",C12H20ClN3O4,305.1142338187328,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C12H20ClN3O4/c1-2-20-10(17)12(6-4-3-5-7-12)14-11(18)16(15-19)9-8-13/h2-9H2,1H3,(H,14,18)/f/h14H",CCOC(=O)C1(CCCCC1)NC(=O)N(CCCl)N=O,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
14003-34-0,"2(1H)-Quinoxalinone, 3-methyl-",C9H8N2O,160.0636628863477,"['C', 'H', 'N', 'O']","InChI=1/C9H8N2O/c1-6-9(12)11-8-5-3-2-4-7(8)10-6/h2-5H,1H3,(H,11,12)/f/h11H",CC1=Nc2ccccc2NC1=O,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140-03-4,"9-Octadecenoic acid, d-12-acetoxy-, (z), methyl ester",C21H38O4,354.27700970336883,"['C', 'H', 'O']","InChI=1/C21H38O4/c1-4-5-6-13-16-20(25-19(2)22)17-14-11-9-7-8-10-12-15-18-21(23)24-3/h11,14,20H,4-10,12-13,15-18H2,1-3H3/b14-11-",CCCCCCC(C\C=C/CCCCCCCC(=O)OC)OC(C)=O,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
14003-66-8,"Imidazole, 4-methyl-5-nitro-",C4H5N3O2,127.0381764136344,"['C', 'H', 'N', 'O']","InChI=1/C4H5N3O2/c1-3-4(7(8)9)6-2-5-3/h2H,1H3,(H,5,6)/f/h5H",Cc1[nH]cnc1[N+]([O-])=O,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
140-04-5,"9-Octadecenoic, d-12-acetoxy-, (z), butyl ester",C24H44O4,396.3239598968028,"['C', 'H', 'O']","InChI=1/C24H44O4/c1-4-6-8-15-18-23(28-22(3)25)19-16-13-11-9-10-12-14-17-20-24(26)27-21-7-5-2/h13,16,23H,4-12,14-15,17-21H2,1-3H3/b16-13-/t23-/m1/s1",CCCCCC[C@H](C\C=C/CCCCCCCC(=O)OCCCC)OC(C)=O,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
140-05-6,2-Methoxyethyl (9z)-12-(acetyloxy)-9-octadecenoate,C23H42O5,398.3032244518965,"['C', 'H', 'O']","InChI=1/C23H42O5/c1-4-5-6-13-16-22(28-21(2)24)17-14-11-9-7-8-10-12-15-18-23(25)27-20-19-26-3/h11,14,22H,4-10,12-13,15-20H2,1-3H3/b14-11-/t22-/m1/s1",CCCCCC[C@H](C\C=C/CCCCCCCC(=O)OCCOC)OC(C)=O,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
140-07-8,Tetrahydroxy-ethyl-ethylene-diamine,C10H24N2O4,236.1736072608868,"['C', 'H', 'N', 'O']","InChI=1/C10H24N2O4/c13-7-3-11(4-8-14)1-2-12(5-9-15)6-10-16/h13-16H,1-10H2",OCCN(CCO)CCN(CCO)CCO,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140-11-4,Benzyl ethanoate,C9H10O2,150.0680795615334,"['C', 'H', 'O']","InChI=1/C9H10O2/c1-8(10)11-7-9-5-3-2-4-6-9/h2-6H,7H2,1H3",CC(=O)OCc1ccccc1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
14013-11-7,"9H-purine-6(1h)-one, 9-benzyl-",C12H10N4O,226.0854609596897,"['C', 'H', 'N', 'O']","InChI=1/C12H10N4O/c17-12-10-11(13-7-14-12)16(8-15-10)6-9-4-2-1-3-5-9/h1-5,7-8H,6H2,(H,13,14,17)/f/h13H",O=C1N=CNc2n(Cc3ccccc3)cnc12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140-22-7,"N'',n'''-diphenylcarbonohydrazide",C13H14N4O,242.1167610886457,"['C', 'H', 'N', 'O']","InChI=1/C13H14N4O/c18-13(16-14-11-7-3-1-4-8-11)17-15-12-9-5-2-6-10-12/h1-10,14-15H,(H2,16,17,18)/f/h16-17H",O=C(NNc1ccccc1)NNc2ccccc2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14024-17-0,Bis(acetylacetonate)iron,C10H14FeO4,252.0288179249328,"['C', 'H', 'Fe', 'O']","InChI=1/2C5H8O2.Fe/c2*1-4(6)3-5(2)7;/h2*3H2,1-2H3;",[Fe].CC(=O)CC(C)=O.CC(=O)CC(C)=O,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14024-56-7,"Magnesium, bis(2,4-pentanedionato-o,o')-",C10H14MgO4,222.0742506267728,"['C', 'H', 'Mg', 'O']","InChI=1/2C5H7O2.Mg/c2*1-4(6)3-5(2)7;/h2*3H,1-2H3;/q2*-1;+2",[Mg++].CC(=O)[CH-]C(C)=O.CC(=O)[CH-]C(C)=O,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14024-63-6,Bis(acetylacetonato)zinc,C10H14O4Zn,262.0183509467328,"['C', 'H', 'O', 'Zn']","InChI=1/2C5H7O2.Zn/c2*1-4(6)3-5(2)7;/h2*3H,1-2H3;/q2*-1;+2",[Zn++].CC(=O)[CH-]C(C)=O.CC(=O)[CH-]C(C)=O,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
